Scenario,ISO,Country,Variable,Year,Value
Delayed transition,NOR,Norway,inflation,Value,0.2798025012016296
Delayed transition,POL,Poland,unemployment,Value,0.3106498122215271
Delayed transition,POL,Poland,inflation,Value,0.2570726498961449
Delayed transition,PRT,Portugal,unemployment,Value,-0.5046215057373047
Delayed transition,PRT,Portugal,inflation,Value,0.2558515667915344
Delayed transition,ROU,Romania,unemployment,Value,0.0495528578758239
Delayed transition,ROU,Romania,inflation,Value,0.6587768197059631
Delayed transition,RUS,Russia,unemployment,Value,0.0024313926696777
Delayed transition,RUS,Russia,inflation,Value,0.64218969643116
Delayed transition,SGP,Singapore,unemployment,Value,0.1659414172172546
Delayed transition,SGP,Singapore,inflation,Value,0.7656542658805847
Delayed transition,SVK,Slovakia,unemployment,Value,0.0706838369369506
Delayed transition,SVK,Slovakia,inflation,Value,0.2298347055912018
Delayed transition,SVN,Slovenia,unemployment,Value,-0.1070982217788696
Delayed transition,SVN,Slovenia,inflation,Value,0.5532549619674683
Delayed transition,ZAF,South Africa,unemployment,Value,-0.0730042457580566
Delayed transition,ZAF,South Africa,inflation,Value,0.1332193613052368
Delayed transition,KOR,South Korea,unemployment,Value,0.0462515950202941
Delayed transition,KOR,South Korea,inflation,Value,0.3124854862689972
Delayed transition,ESP,Spain,unemployment,Value,-0.493901252746582
Delayed transition,ESP,Spain,inflation,Value,0.4850380420684814
Delayed transition,SWE,Sweden,unemployment,Value,-0.1016628742218018
Delayed transition,SWE,Sweden,inflation,Value,0.126839816570282
Delayed transition,CHE,Switzerland,unemployment,Value,-0.0567516088485717
Delayed transition,CHE,Switzerland,inflation,Value,-0.0077269971370697
Delayed transition,TWN,Taiwan,unemployment,Value,0.0901092290878295
Delayed transition,TWN,Taiwan,inflation,Value,0.199639230966568
Delayed transition,GBR,United Kingdom,unemployment,Value,-0.410205602645874
Delayed transition,GBR,United Kingdom,inflation,Value,0.288802295923233
Delayed transition,USA,United States,unemployment,Value,0.0595204830169677
Delayed transition,USA,United States,inflation,Value,0.5884756445884705
Delayed transition,VNM,Viet Nam,unemployment,Value,0.1249982714653015
Delayed transition,VNM,Viet Nam,inflation,Value,0.8250158131122589
Fragmented World,ARG,Argentina,unemployment,Value,-0.0317933559417724
Fragmented World,ARG,Argentina,inflation,Value,0.1904736161231995
Fragmented World,AUS,Australia,unemployment,Value,-0.2112668752670288
Fragmented World,AUS,Australia,inflation,Value,0.1927619576454163
Fragmented World,AUT,Austria,unemployment,Value,-0.2163641452789307
Fragmented World,AUT,Austria,inflation,Value,0.598482608795166
Fragmented World,BEL,Belgium,unemployment,Value,-0.5985301733016968
Fragmented World,BEL,Belgium,inflation,Value,0.1428585052490234
Fragmented World,BRA,Brazil,unemployment,Value,0.1487526893615723
Fragmented World,BRA,Brazil,inflation,Value,0.3524515628814697
Fragmented World,BGR,Bulgaria,unemployment,Value,0.0593621730804443
Fragmented World,BGR,Bulgaria,inflation,Value,0.3241049349308014
Fragmented World,CAN,Canada,unemployment,Value,0.4937622547149658
Fragmented World,CAN,Canada,inflation,Value,0.1452023386955261
Fragmented World,CHL,Chile,unemployment,Value,-0.02236008644104
Fragmented World,CHL,Chile,inflation,Value,0.0815370678901672
Fragmented World,CHN,China,unemployment,Value,-0.6273789405822754
Fragmented World,CHN,China,inflation,Value,0.8948662877082825
Fragmented World,HRV,Croatia,unemployment,Value,0.011906623840332
Fragmented World,HRV,Croatia,inflation,Value,0.1999843716621399
Fragmented World,CZE,Czech Republic,unemployment,Value,0.6253474950790405
Fragmented World,CZE,Czech Republic,inflation,Value,0.2327626049518585
Fragmented World,DNK,Denmark,unemployment,Value,-0.3139756917953491
Fragmented World,DNK,Denmark,inflation,Value,0.4212816059589386
Fragmented World,EGY,Egypt,unemployment,Value,0.1081219911575317
Fragmented World,EGY,Egypt,inflation,Value,0.1461128145456314
Fragmented World,EST,Estonia,unemployment,Value,-0.024463415145874
Fragmented World,EST,Estonia,inflation,Value,0.2105314582586288
Fragmented World,FIN,Finland,unemployment,Value,-0.1227012872695923
Fragmented World,FIN,Finland,inflation,Value,-0.0741758048534393
Fragmented World,FRA,France,unemployment,Value,-0.3970092535018921
Fragmented World,FRA,France,inflation,Value,0.2262193858623505
Fragmented World,DEU,Germany,unemployment,Value,-0.0457528233528137
Fragmented World,DEU,Germany,inflation,Value,0.3049882054328918
Fragmented World,GRC,Greece,unemployment,Value,-0.167888879776001
Fragmented World,GRC,Greece,inflation,Value,0.0642474293708801
Fragmented World,HKG,Hong Kong,unemployment,Value,0.1397768259048462
Fragmented World,HKG,Hong Kong,inflation,Value,0.3868848383426666
Fragmented World,HUN,Hungary,unemployment,Value,0.6255631446838379
Fragmented World,HUN,Hungary,inflation,Value,0.2853392958641052
Fragmented World,IND,India,unemployment,Value,0.0958142280578613
Fragmented World,IND,India,inflation,Value,0.2322172522544861
Fragmented World,IDN,Indonesia,unemployment,Value,0.0759133100509643
Fragmented World,IDN,Indonesia,inflation,Value,0.153304785490036
Fragmented World,IRL,Ireland,unemployment,Value,-0.1384878158569336
Fragmented World,IRL,Ireland,inflation,Value,0.2149960398674011
Fragmented World,ITA,Italy,unemployment,Value,-0.2626731395721436
Fragmented World,ITA,Italy,inflation,Value,0.2022337019443512
Fragmented World,JPN,Japan,unemployment,Value,-0.3100155591964722
Fragmented World,JPN,Japan,inflation,Value,0.2967731654644012
Fragmented World,LVA,Latvia,unemployment,Value,-0.0578436851501464
Fragmented World,LVA,Latvia,inflation,Value,0.2740201354026794
Fragmented World,LTU,Lithuania,unemployment,Value,0.0317752361297607
Fragmented World,LTU,Lithuania,inflation,Value,0.1921590119600296
Fragmented World,MYS,Malaysia,unemployment,Value,-0.0636711716651916
Fragmented World,MYS,Malaysia,inflation,Value,0.1636915802955627
Fragmented World,MEX,Mexico,unemployment,Value,0.0953694581985473
Fragmented World,MEX,Mexico,inflation,Value,0.1711573898792267
Fragmented World,NLD,Netherlands,unemployment,Value,-0.41849684715271
Fragmented World,NLD,Netherlands,inflation,Value,0.1434168219566345
Fragmented World,NZL,New Zealand,unemployment,Value,-0.0303078889846801
Fragmented World,NZL,New Zealand,inflation,Value,0.0265716910362243
Fragmented World,NOR,Norway,unemployment,Value,-0.0002966523170471
Fragmented World,NOR,Norway,inflation,Value,0.1699496805667877
Fragmented World,POL,Poland,unemployment,Value,0.3224866986274719
Fragmented World,POL,Poland,inflation,Value,0.2685124799609184
Fragmented World,PRT,Portugal,unemployment,Value,-0.3688516616821289
Fragmented World,PRT,Portugal,inflation,Value,0.1994723677635193
Fragmented World,ROU,Romania,unemployment,Value,0.0504966974258422
Fragmented World,ROU,Romania,inflation,Value,0.5863743424415588
Fragmented World,RUS,Russia,unemployment,Value,-0.0356805324554443
Fragmented World,RUS,Russia,inflation,Value,0.291144534945488
Fragmented World,SGP,Singapore,unemployment,Value,0.1749770641326904
Fragmented World,SGP,Singapore,inflation,Value,0.4063541293144226
Fragmented World,SVK,Slovakia,unemployment,Value,0.0858581066131591
Fragmented World,SVK,Slovakia,inflation,Value,0.185872346162796
Fragmented World,SVN,Slovenia,unemployment,Value,-0.1003451347351074
Fragmented World,SVN,Slovenia,inflation,Value,0.4477404952049255
Fragmented World,ZAF,South Africa,unemployment,Value,-0.0550184249877929
Fragmented World,ZAF,South Africa,inflation,Value,0.1107140779495239
Fragmented World,KOR,South Korea,unemployment,Value,0.0462141633033752
Fragmented World,KOR,South Korea,inflation,Value,0.2863964736461639
Fragmented World,ESP,Spain,unemployment,Value,-0.4500827789306641
Fragmented World,ESP,Spain,inflation,Value,0.4276677966117859
Fragmented World,SWE,Sweden,unemployment,Value,-0.0858166217803955
Fragmented World,SWE,Sweden,inflation,Value,0.1100709438323975
Fragmented World,CHE,Switzerland,unemployment,Value,-0.0565609335899353
Fragmented World,CHE,Switzerland,inflation,Value,0.0105015635490417
Fragmented World,TWN,Taiwan,unemployment,Value,0.0721250772476196
Fragmented World,TWN,Taiwan,inflation,Value,0.0839001238346099
Fragmented World,GBR,United Kingdom,unemployment,Value,-0.3806275129318237
Fragmented World,GBR,United Kingdom,inflation,Value,0.2313596904277802
Fragmented World,USA,United States,unemployment,Value,-0.0114612579345703
Fragmented World,USA,United States,inflation,Value,0.4681243300437927
Fragmented World,VNM,Viet Nam,unemployment,Value,0.1396743059158325
Fragmented World,VNM,Viet Nam,inflation,Value,0.4017153680324554
NDC,ARG,Argentina,unemployment,Value,0.06884765625
NDC,ARG,Argentina,inflation,Value,0.1756451725959778
NDC,AUS,Australia,unemployment,Value,-0.0716580152511596
NDC,AUS,Australia,inflation,Value,0.1023165583610535
NDC,AUT,Austria,unemployment,Value,-0.0261980295181274
NDC,AUT,Austria,inflation,Value,0.125093400478363
NDC,BEL,Belgium,unemployment,Value,-0.2579039335250854
NDC,BEL,Belgium,inflation,Value,0.1254898607730865
NDC,BRA,Brazil,unemployment,Value,0.1819531917572021
NDC,BRA,Brazil,inflation,Value,0.1205108761787415
NDC,BGR,Bulgaria,unemployment,Value,0.0914255380630493
NDC,BGR,Bulgaria,inflation,Value,0.0717281103134155
NDC,CAN,Canada,unemployment,Value,0.4775290489196777
NDC,CAN,Canada,inflation,Value,-0.2944265902042389
NDC,CHL,Chile,unemployment,Value,0.0671737194061279
NDC,CHL,Chile,inflation,Value,0.094870924949646
NDC,CHN,China,unemployment,Value,-0.5886377096176147
NDC,CHN,China,inflation,Value,0.4400972127914429
NDC,HRV,Croatia,unemployment,Value,0.1070307493209839
NDC,HRV,Croatia,inflation,Value,0.0896117389202117
NDC,CZE,Czech Republic,unemployment,Value,0.5060557126998901
NDC,CZE,Czech Republic,inflation,Value,0.0903836488723754
NDC,DNK,Denmark,unemployment,Value,-0.0306226015090942
NDC,DNK,Denmark,inflation,Value,0.0990917682647705
NDC,EGY,Egypt,unemployment,Value,0.1758173704147339
NDC,EGY,Egypt,inflation,Value,0.1261323839426041
NDC,EST,Estonia,unemployment,Value,0.0053737163543701
NDC,EST,Estonia,inflation,Value,0.0375989228487014
NDC,FIN,Finland,unemployment,Value,0.0871274471282959
NDC,FIN,Finland,inflation,Value,-0.0738908350467681
NDC,FRA,France,unemployment,Value,-0.2648671865463257
NDC,FRA,France,inflation,Value,0.2252905666828156
NDC,DEU,Germany,unemployment,Value,-0.0431578159332275
NDC,DEU,Germany,inflation,Value,0.1169115900993347
NDC,GRC,Greece,unemployment,Value,0.1374602317810059
NDC,GRC,Greece,inflation,Value,0.0369327068328857
NDC,HKG,Hong Kong,unemployment,Value,0.15147864818573
NDC,HKG,Hong Kong,inflation,Value,0.2167163789272308
NDC,HUN,Hungary,unemployment,Value,0.5280770063400269
NDC,HUN,Hungary,inflation,Value,0.0795275270938873
NDC,IND,India,unemployment,Value,0.1607692241668701
NDC,IND,India,inflation,Value,0.0976214408874511
NDC,IDN,Indonesia,unemployment,Value,0.1632205247879028
NDC,IDN,Indonesia,inflation,Value,0.1230838000774384
NDC,IRL,Ireland,unemployment,Value,-0.064338207244873
NDC,IRL,Ireland,inflation,Value,0.144822895526886
NDC,ITA,Italy,unemployment,Value,0.0242121219635009
NDC,ITA,Italy,inflation,Value,0.1036463975906372
NDC,JPN,Japan,unemployment,Value,-0.0716556310653686
NDC,JPN,Japan,inflation,Value,0.0753747522830963
NDC,LVA,Latvia,unemployment,Value,0.008364200592041
NDC,LVA,Latvia,inflation,Value,0.094479501247406
NDC,LTU,Lithuania,unemployment,Value,0.0250649452209472
NDC,LTU,Lithuania,inflation,Value,0.0700772255659103
NDC,MYS,Malaysia,unemployment,Value,0.0248124599456787
NDC,MYS,Malaysia,inflation,Value,0.1525793075561523
NDC,MEX,Mexico,unemployment,Value,0.1558120250701904
NDC,MEX,Mexico,inflation,Value,0.1387009024620056
NDC,NLD,Netherlands,unemployment,Value,-0.0102468729019165
NDC,NLD,Netherlands,inflation,Value,0.0615313053131103
NDC,NZL,New Zealand,unemployment,Value,0.0635870099067688
NDC,NZL,New Zealand,inflation,Value,0.032167375087738
NDC,NOR,Norway,unemployment,Value,0.0020760893821716
NDC,NOR,Norway,inflation,Value,0.0997670590877533
NDC,POL,Poland,unemployment,Value,0.2709365487098694
NDC,POL,Poland,inflation,Value,0.0748994871973991
NDC,PRT,Portugal,unemployment,Value,-0.1221871376037598
NDC,PRT,Portugal,inflation,Value,0.1641365885734558
NDC,ROU,Romania,unemployment,Value,-0.0902026891708374
NDC,ROU,Romania,inflation,Value,0.1705300807952881
NDC,RUS,Russia,unemployment,Value,0.009376049041748
NDC,RUS,Russia,inflation,Value,0.121393546462059
NDC,SGP,Singapore,unemployment,Value,0.157069206237793
NDC,SGP,Singapore,inflation,Value,0.2220862507820129
NDC,SVK,Slovakia,unemployment,Value,0.070550799369812
NDC,SVK,Slovakia,inflation,Value,0.0297402143478393
NDC,SVN,Slovenia,unemployment,Value,0.077947974205017
NDC,SVN,Slovenia,inflation,Value,0.1290552616119385
NDC,ZAF,South Africa,unemployment,Value,0.0449380874633789
NDC,ZAF,South Africa,inflation,Value,0.0578290224075317
NDC,KOR,South Korea,unemployment,Value,0.0846788883209228
NDC,KOR,South Korea,inflation,Value,-0.0163819193840026
NDC,ESP,Spain,unemployment,Value,-0.0824754238128662
NDC,ESP,Spain,inflation,Value,0.125226616859436
NDC,SWE,Sweden,unemployment,Value,-0.0175166130065918
NDC,SWE,Sweden,inflation,Value,0.1061733365058899
NDC,CHE,Switzerland,unemployment,Value,0.0703173279762268
NDC,CHE,Switzerland,inflation,Value,0.1087311208248138
NDC,TWN,Taiwan,unemployment,Value,0.1174535751342773
NDC,TWN,Taiwan,inflation,Value,0.1147297322750092
NDC,GBR,United Kingdom,unemployment,Value,0.0081061124801635
NDC,GBR,United Kingdom,inflation,Value,0.1584945023059845
NDC,USA,United States,unemployment,Value,-0.0212613344192504
NDC,USA,United States,inflation,Value,0.1644548773765564
NDC,VNM,Viet Nam,unemployment,Value,0.1620847582817078
NDC,VNM,Viet Nam,inflation,Value,0.2719645202159882
Netzero,ARG,Argentina,unemployment,Value,0.0206344127655029
Netzero,ARG,Argentina,inflation,Value,0.2622342705726624
Netzero,AUS,Australia,unemployment,Value,-0.047467827796936
Netzero,AUS,Australia,inflation,Value,0.2162061929702759
Netzero,AUT,Austria,unemployment,Value,0.003122329711914
Netzero,AUT,Austria,inflation,Value,0.453545093536377
Netzero,BEL,Belgium,unemployment,Value,-0.6079849004745483
Netzero,BEL,Belgium,inflation,Value,0.276083379983902
Netzero,BRA,Brazil,unemployment,Value,0.1184384822845459
Netzero,BRA,Brazil,inflation,Value,0.5592028498649597
Netzero,BGR,Bulgaria,unemployment,Value,0.0370128154754638
Netzero,BGR,Bulgaria,inflation,Value,0.1738013029098511
Netzero,CAN,Canada,unemployment,Value,0.4907383918762207
Netzero,CAN,Canada,inflation,Value,-0.1025272011756897
Netzero,CHL,Chile,unemployment,Value,0.0059646368026733
Netzero,CHL,Chile,inflation,Value,0.0509352535009384
Netzero,CHN,China,unemployment,Value,-0.5127836465835571
Netzero,CHN,China,inflation,Value,0.2081475257873535
Netzero,HRV,Croatia,unemployment,Value,0.0244691371917724
Netzero,HRV,Croatia,inflation,Value,0.3062818944454193
Netzero,CZE,Czech Republic,unemployment,Value,0.4010334014892578
Netzero,CZE,Czech Republic,inflation,Value,0.1608411073684692
Netzero,DNK,Denmark,unemployment,Value,-0.0307114124298095
Netzero,DNK,Denmark,inflation,Value,0.1939121782779694
Netzero,EGY,Egypt,unemployment,Value,0.1443960666656494
Netzero,EGY,Egypt,inflation,Value,0.1096834242343903
Netzero,EST,Estonia,unemployment,Value,-0.006906509399414
Netzero,EST,Estonia,inflation,Value,0.0927187353372573
Netzero,FIN,Finland,unemployment,Value,0.0793292522430419
Netzero,FIN,Finland,inflation,Value,0.0599813759326934
Netzero,FRA,France,unemployment,Value,-0.4062409400939941
Netzero,FRA,France,inflation,Value,0.2885858118534088
Netzero,DEU,Germany,unemployment,Value,-0.0722572207450866
Netzero,DEU,Germany,inflation,Value,0.2311831116676331
Netzero,GRC,Greece,unemployment,Value,-0.0382781028747558
Netzero,GRC,Greece,inflation,Value,0.1101152300834656
Netzero,HKG,Hong Kong,unemployment,Value,0.0878876447677612
Netzero,HKG,Hong Kong,inflation,Value,0.4243253171443939
Netzero,HUN,Hungary,unemployment,Value,0.2743055820465088
Netzero,HUN,Hungary,inflation,Value,0.0559925436973571
Netzero,IND,India,unemployment,Value,0.0949684381484985
Netzero,IND,India,inflation,Value,0.1416213810443878
Netzero,IDN,Indonesia,unemployment,Value,0.0692028999328613
Netzero,IDN,Indonesia,inflation,Value,0.1096041202545166
Netzero,IRL,Ireland,unemployment,Value,0.0107756853103637
Netzero,IRL,Ireland,inflation,Value,0.2332329154014587
Netzero,ITA,Italy,unemployment,Value,-0.0389902591705322
Netzero,ITA,Italy,inflation,Value,0.1888661980628967
Netzero,JPN,Japan,unemployment,Value,-0.2059298157691956
Netzero,JPN,Japan,inflation,Value,0.1683440208435059
Netzero,LVA,Latvia,unemployment,Value,-0.0109690427780151
Netzero,LVA,Latvia,inflation,Value,0.1643064320087433
Netzero,LTU,Lithuania,unemployment,Value,0.0111925601959228
Netzero,LTU,Lithuania,inflation,Value,0.0724126547574997
Netzero,MYS,Malaysia,unemployment,Value,-0.2132363319396973
Netzero,MYS,Malaysia,inflation,Value,0.0456796884536743
Netzero,MEX,Mexico,unemployment,Value,0.0954080820083618
Netzero,MEX,Mexico,inflation,Value,0.276550829410553
Netzero,NLD,Netherlands,unemployment,Value,-0.0380887985229492
Netzero,NLD,Netherlands,inflation,Value,0.1517197489738464
Netzero,NZL,New Zealand,unemployment,Value,0.0268577337265014
Netzero,NZL,New Zealand,inflation,Value,0.0962574481964111
Netzero,NOR,Norway,unemployment,Value,-0.0033745169639587
Netzero,NOR,Norway,inflation,Value,0.2487905323505402
Netzero,POL,Poland,unemployment,Value,0.1237650513648987
Netzero,POL,Poland,inflation,Value,0.0454857721924781
Netzero,PRT,Portugal,unemployment,Value,-0.4996379613876343
Netzero,PRT,Portugal,inflation,Value,0.3579199314117432
Netzero,ROU,Romania,unemployment,Value,-0.0939001441001892
Netzero,ROU,Romania,inflation,Value,0.3297907114028931
Netzero,RUS,Russia,unemployment,Value,0.0561094284057617
Netzero,RUS,Russia,inflation,Value,0.7029753476381302
Netzero,SGP,Singapore,unemployment,Value,0.0845415592193603
Netzero,SGP,Singapore,inflation,Value,0.4565426111221313
Netzero,SVK,Slovakia,unemployment,Value,0.0567973852157592
Netzero,SVK,Slovakia,inflation,Value,0.3613395392894745
Netzero,SVN,Slovenia,unemployment,Value,0.0281990766525268
Netzero,SVN,Slovenia,inflation,Value,0.2353069186210632
Netzero,ZAF,South Africa,unemployment,Value,-0.0642871856689453
Netzero,ZAF,South Africa,inflation,Value,0.0718129873275756
Netzero,KOR,South Korea,unemployment,Value,0.0341871976852417
Netzero,KOR,South Korea,inflation,Value,0.1150194108486176
Netzero,ESP,Spain,unemployment,Value,-0.125704288482666
Netzero,ESP,Spain,inflation,Value,0.2739989161491394
Netzero,SWE,Sweden,unemployment,Value,-0.0019923448562622
Netzero,SWE,Sweden,inflation,Value,0.2083221077919006
Netzero,CHE,Switzerland,unemployment,Value,0.0031858086585998
Netzero,CHE,Switzerland,inflation,Value,-0.0092783868312835
Netzero,TWN,Taiwan,unemployment,Value,0.0427572727203369
Netzero,TWN,Taiwan,inflation,Value,0.202529102563858
Netzero,GBR,United Kingdom,unemployment,Value,0.0270328521728515
Netzero,GBR,United Kingdom,inflation,Value,0.512879878282547
Netzero,USA,United States,unemployment,Value,-0.0355217456817627
Netzero,USA,United States,inflation,Value,0.2930691242218018
Netzero,VNM,Viet Nam,unemployment,Value,0.0611034631729126
Netzero,VNM,Viet Nam,inflation,Value,0.4268112182617188
Baseline,ARG,Argentina,unemployment,Value,8.605491399765015
Baseline,ARG,Argentina,inflation,Value,-1.935715228319168
Baseline,AUS,Australia,unemployment,Value,4.989486336708069
Baseline,AUS,Australia,inflation,Value,2.260758757591248
Baseline,AUT,Austria,unemployment,Value,6.80145537853241
Baseline,AUT,Austria,inflation,Value,1.995949119329453
Baseline,BEL,Belgium,unemployment,Value,6.711041927337646
Baseline,BEL,Belgium,inflation,Value,1.80229377746582
Baseline,BRA,Brazil,unemployment,Value,6.567973494529724
Baseline,BRA,Brazil,inflation,Value,3.290774285793304
Baseline,BGR,Bulgaria,unemployment,Value,4.538202047348022
Baseline,BGR,Bulgaria,inflation,Value,1.332594186067581
Baseline,CAN,Canada,unemployment,Value,6.407427072525024
Baseline,CAN,Canada,inflation,Value,1.741178631782532
Baseline,CHL,Chile,unemployment,Value,6.928976058959961
Baseline,CHL,Chile,inflation,Value,0.6583871096372604
Baseline,CHN,China,unemployment,Value,4.903819680213928
Baseline,CHN,China,inflation,Value,2.446299731731415
Baseline,HRV,Croatia,unemployment,Value,6.620093941688538
Baseline,HRV,Croatia,inflation,Value,1.422187805175781
Baseline,CZE,Czech Republic,unemployment,Value,4.869786500930786
Baseline,CZE,Czech Republic,inflation,Value,1.490195542573929
Baseline,DNK,Denmark,unemployment,Value,6.958220362663269
Baseline,DNK,Denmark,inflation,Value,1.876586347818375
Baseline,EGY,Egypt,unemployment,Value,7.403050899505615
Baseline,EGY,Egypt,inflation,Value,-0.4778089076280594
Baseline,EST,Estonia,unemployment,Value,6.30896008014679
Baseline,EST,Estonia,inflation,Value,1.134538143873215
Baseline,FIN,Finland,unemployment,Value,7.53390908241272
Baseline,FIN,Finland,inflation,Value,1.944527745246887
Baseline,FRA,France,unemployment,Value,8.277737617492676
Baseline,FRA,France,inflation,Value,1.86364084482193
Baseline,DEU,Germany,unemployment,Value,3.992577493190765
Baseline,DEU,Germany,inflation,Value,1.795696496963501
Baseline,GRC,Greece,unemployment,Value,12.19865441322327
Baseline,GRC,Greece,inflation,Value,2.105858027935028
Baseline,HKG,Hong Kong,unemployment,Value,3.941423237323761
Baseline,HKG,Hong Kong,inflation,Value,1.613399714231491
Baseline,HUN,Hungary,unemployment,Value,4.566481113433838
Baseline,HUN,Hungary,inflation,Value,1.707971125841141
Baseline,IND,India,unemployment,Value,7.629947066307068
Baseline,IND,India,inflation,Value,1.295328110456467
Baseline,IDN,Indonesia,unemployment,Value,6.683493733406067
Baseline,IDN,Indonesia,inflation,Value,0.8953400999307632
Baseline,IRL,Ireland,unemployment,Value,4.431671380996704
Baseline,IRL,Ireland,inflation,Value,1.870520174503326
Baseline,ITA,Italy,unemployment,Value,10.24624037742615
Baseline,ITA,Italy,inflation,Value,1.839404225349426
Baseline,JPN,Japan,unemployment,Value,3.710533559322357
Baseline,JPN,Japan,inflation,Value,1.383243352174759
Baseline,LVA,Latvia,unemployment,Value,7.265902757644653
Baseline,LVA,Latvia,inflation,Value,1.113542348146439
Baseline,LTU,Lithuania,unemployment,Value,6.947638392448425
Baseline,LTU,Lithuania,inflation,Value,0.913839653134346
Baseline,MYS,Malaysia,unemployment,Value,3.373750686645508
Baseline,MYS,Malaysia,inflation,Value,2.353509843349457
Baseline,MEX,Mexico,unemployment,Value,2.613308668136597
Baseline,MEX,Mexico,inflation,Value,1.564828932285309
Baseline,NLD,Netherlands,unemployment,Value,6.835525393486023
Baseline,NLD,Netherlands,inflation,Value,1.985607802867889
Baseline,NZL,New Zealand,unemployment,Value,3.029916524887085
Baseline,NZL,New Zealand,inflation,Value,1.131604731082916
Baseline,NOR,Norway,unemployment,Value,3.72927451133728
Baseline,NOR,Norway,inflation,Value,1.015078365802765
Baseline,POL,Poland,unemployment,Value,3.970916628837585
Baseline,POL,Poland,inflation,Value,0.343285471200943
Baseline,PRT,Portugal,unemployment,Value,8.282561540603638
Baseline,PRT,Portugal,inflation,Value,2.23218035697937
Baseline,ROU,Romania,unemployment,Value,3.088314056396484
Baseline,ROU,Romania,inflation,Value,1.955547213554382
Baseline,RUS,Russia,unemployment,Value,3.995937883853912
Baseline,RUS,Russia,inflation,Value,0.9773942530155182
Baseline,SGP,Singapore,unemployment,Value,2.119454264640808
Baseline,SGP,Singapore,inflation,Value,1.873248398303986
Baseline,SVK,Slovakia,unemployment,Value,5.984431743621826
Baseline,SVK,Slovakia,inflation,Value,1.604756087064743
Baseline,SVN,Slovenia,unemployment,Value,4.3317791223526
Baseline,SVN,Slovenia,inflation,Value,1.384296774864197
Baseline,ZAF,South Africa,unemployment,Value,28.44104146957397
Baseline,ZAF,South Africa,inflation,Value,3.768657207489014
Baseline,KOR,South Korea,unemployment,Value,2.89994490146637
Baseline,KOR,South Korea,inflation,Value,1.223205924034119
Baseline,ESP,Spain,unemployment,Value,12.03365111351013
Baseline,ESP,Spain,inflation,Value,2.294779360294342
Baseline,SWE,Sweden,unemployment,Value,7.352073907852173
Baseline,SWE,Sweden,inflation,Value,1.973312139511108
Baseline,CHE,Switzerland,unemployment,Value,2.561937093734741
Baseline,CHE,Switzerland,inflation,Value,1.200204998254776
Baseline,TWN,Taiwan,unemployment,Value,4.185541272163391
Baseline,TWN,Taiwan,inflation,Value,1.126720041036606
Baseline,GBR,United Kingdom,unemployment,Value,4.308380722999573
Baseline,GBR,United Kingdom,inflation,Value,1.771180689334869
Baseline,USA,United States,unemployment,Value,4.625060796737671
Baseline,USA,United States,inflation,Value,1.917585283517838
Baseline,VNM,Viet Nam,unemployment,Value,3.298619389533997
Baseline,VNM,Viet Nam,inflation,Value,1.457733303308487
Below2,ARG,Argentina,unemployment,Value,0.031390905380249
Below2,ARG,Argentina,inflation,Value,0.2401445806026459
Below2,AUS,Australia,unemployment,Value,-0.0636841058731079
Below2,AUS,Australia,inflation,Value,0.1598610281944275
Below2,AUT,Austria,unemployment,Value,-0.011951208114624
Below2,AUT,Austria,inflation,Value,0.3212524354457855
Below2,BEL,Belgium,unemployment,Value,-0.4660227298736572
Below2,BEL,Belgium,inflation,Value,0.2224174737930298
Below2,BRA,Brazil,unemployment,Value,0.1317204236984253
Below2,BRA,Brazil,inflation,Value,0.295524001121521
Below2,BGR,Bulgaria,unemployment,Value,0.0440388917922973
Below2,BGR,Bulgaria,inflation,Value,0.1542480289936066
Below2,CAN,Canada,unemployment,Value,0.4548193216323853
Below2,CAN,Canada,inflation,Value,-0.3064858615398407
Below2,CHL,Chile,unemployment,Value,0.0209460258483886
Below2,CHL,Chile,inflation,Value,0.0776915252208709
Below2,CHN,China,unemployment,Value,-0.5488544702529907
Below2,CHN,China,inflation,Value,0.2852230072021484
Below2,HRV,Croatia,unemployment,Value,0.0383553504943847
Below2,HRV,Croatia,inflation,Value,0.23454549908638
Below2,CZE,Czech Republic,unemployment,Value,0.3817906379699707
Below2,CZE,Czech Republic,inflation,Value,0.1176161766052246
Below2,DNK,Denmark,unemployment,Value,-0.0301560163497924
Below2,DNK,Denmark,inflation,Value,0.1616975963115692
Below2,EGY,Egypt,unemployment,Value,0.1352376937866211
Below2,EGY,Egypt,inflation,Value,0.0494224205613136
Below2,EST,Estonia,unemployment,Value,-0.0061758756637573
Below2,EST,Estonia,inflation,Value,0.1001957058906555
Below2,FIN,Finland,unemployment,Value,0.0745328664779663
Below2,FIN,Finland,inflation,Value,0.0113721489906311
Below2,FRA,France,unemployment,Value,-0.3528701066970825
Below2,FRA,France,inflation,Value,0.2825226187705994
Below2,DEU,Germany,unemployment,Value,-0.0585210919380188
Below2,DEU,Germany,inflation,Value,0.1804474294185638
Below2,GRC,Greece,unemployment,Value,0.0118448734283447
Below2,GRC,Greece,inflation,Value,0.0556694269180297
Below2,HKG,Hong Kong,unemployment,Value,0.1019473671913147
Below2,HKG,Hong Kong,inflation,Value,0.3327368795871735
Below2,HUN,Hungary,unemployment,Value,0.2959928512573242
Below2,HUN,Hungary,inflation,Value,0.0598200261592865
Below2,IND,India,unemployment,Value,0.0998499393463134
Below2,IND,India,inflation,Value,0.1295964121818542
